"conversation_id_str,""created_at"",""favorite_count"",""full_text"",""id_str"",""image_url"",""in_reply_to_screen_name"",""lang"",""location"",""quote_count"",""reply_count"",""retweet_count"",""tweet_url"",""user_id_str"",""username""";;;;;;;;;;;;;
"1618500039609053185,""2023-01-26T06:44:14.000Z"",""0"",""lemes cuuk,,,, capek kerja ama orang"",""1618500039609053185"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/Nata_store78/status/1618500039609053185"",""1616767715624255491"",""Nata_store78""";;;;;;;;;;;;;
"1618424175647158272,""2023-01-26T06:22:09.000Z"",""0"",""@ZonaBulutangkis Yg trakhir min. Uda capek kerja dtg ksana sore cm mau dpt 1 spot duduk yg penting bisa liat atlit main plus tepuk tangan/tepok balon. Sederhana bgt ya min bukan supporter garis keras 😂"",""1618494482168840194"","""",""ZonaBulutangkis"",""in"","""",""0"",""0"",""0"",""https://x.com/akuajapun/status/1618494482168840194"",""1285511547788255235"",""akuajapun""";;;;;;;;;;;;;
"1618493951966859264,""2023-01-26T06:20:02.000Z"",""0"",""Capek kerja pengen nikah !!!"",""1618493951966859264"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/princess_jkv/status/1618493951966859264"",""1503428403755876354"",""princess_jkv""";;;;;;;;;;;;;
"1618492729570516992,""2023-01-26T06:15:11.000Z"",""0"",""yaAllah ini bener bgt aku semalem capek kerja lg di busway tbtb juyeon update pm yaAllah CAPEK LANGSUNG SEBADAN BADAN (REALLLL)"",""1618492729570516992"","""","""",""in"","""",""0"",""3"",""1"",""https://x.com/juyeongabers/status/1618492729570516992"",""1611277613179502592"",""juyeongabers""";;;;;;;;;;;;;
"1618410284145836033,""2023-01-26T05:28:54.000Z"",""0"",""@kusumok bingung jawab pertanyaan begini. semakin besar gaji beban dan tanggung jawabpun lebih besar. gaji dikit pun kalau hanya cukup untuk kebutuhan pusing juga"",""1618481080549650433"","""",""kusumok"",""in"","""",""0"",""0"",""0"",""https://x.com/psx8888/status/1618481080549650433"",""1038432967176011776"",""psx8888""";;;;;;;;;;;;;
"1618471217375375361,""2023-01-26T05:12:13.000Z"",""0"",""@Padukayjh1004 Iya ini parah. Temen toxic, atasan toxic, kerjaan banyak gaji dikit. Apa yang harus gue perjuangin lagi"",""1618476883078950914"","""",""Padukayjh1004"",""in"","""",""0"",""1"",""0"",""https://x.com/2308kilogram/status/1618476883078950914"",""1207511298415591424"",""2308kilogram""";;;;;;;;;;;;;
"1618472569589596160,""2023-01-26T04:55:05.000Z"",""0"",""Udah jenuh kerja,"",""1618472569589596160"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/Cimul141/status/1618472569589596160"",""1120217636250370048"",""Cimul141""";;;;;;;;;;;;;
"1618222876934696961,""2023-01-26T04:40:58.000Z"",""0"",""@worksfess Prinsipku skrg penting kerja. Nuruti gengsi yg ada akan stuck disitu terus.";" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;
"Gaji dikit kalo kita orangnya bisa ubet,"" mau kerja keras ya tetap aja.... Dikit 🙏🏽"""""",""1618469019300024322"","""",""worksfess"",""in"","""",""0"",""0"",""0"",""https://x.com/fullzsenyum/status/1618469019300024322"",""274815359"",""fullzsenyum"","""",""""";;;;;;;;;;;;;
"1618465749202534400,""2023-01-26T04:27:58.000Z"",""0"",""Pernah gak sih lu udah capek kerja"; Trus tidur buat istirahat;" Malah di dalem mimpi lu kerja lagi😑"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;
"Disitulah lu ngerasa hidup ini awqpkdghfkjsksjhdns bgt"",""1618465749202534400"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/SriYana85010192/status/1618465749202534400"",""1188015574653128704"",""SriYana85010192"","""","""",""""";;;;;;;;;;;;;
"1618250540273774593,""2023-01-26T04:21:03.000Z"",""0"",""@Madsalvage capek kerja wkwkwk"",""1618464005164793862"","""",""Madsalvage"",""in"","""",""0"",""0"",""0"",""https://x.com/autumntapes/status/1618464005164793862"",""781963774076989440"",""autumntapes""";;;;;;;;;;;;;
"1618461798226866180,""2023-01-26T04:12:16.000Z"",""0"",""Gaji dikit tapi problematik nya naidzubillah 😅"",""1618461798226866180"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/salindumpie/status/1618461798226866180"",""1100737071319138306"",""salindumpie""";;;;;;;;;;;;;
"1618453312864686080,""2023-01-26T03:38:33.000Z"",""0"",""from capek kerja tapi mau ketemu seventeen to gimana kalau udah ketemu seventeen gasuka sama aku"",""1618453312864686080"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/wonutalker/status/1618453312864686080"",""1517549277316190208"",""wonutalker""";;;;;;;;;;;;;
"1618407127529443328,""2023-01-26T03:30:01.000Z"",""0"",""@tanyakanrl b sihh dari pada a kamu gampang kemana” banyak hiburan tp gaji dikit percuma aja sih"",""1618451165901127681"","""",""tanyakanrl"",""in"","""",""0"",""0"",""0"",""https://x.com/nayezp_/status/1618451165901127681"",""1493208674222837760"",""nayezp_""";;;;;;;;;;;;;
"1618447603179589633,""2023-01-26T03:15:52.000Z"",""0"",""Kalo boleh milih mending dirumah , walau capek kerja ga beres² setidaknya ga ketemu orang toxic."",""1618447603179589633"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/riryguntary/status/1618447603179589633"",""72483090"",""riryguntary""";;;;;;;;;;;;;
"1617747764288552962,""2023-01-26T01:14:25.000Z"",""0"",""@AREAJULID wkwk bener, dulu waktu gue kuliah di merc* mostly anak2nya yg tipe nongkrong dan geng2an, kalo ga ikut ngumpul diomongin, toxic bgt. beda sama kampus gue yg skrg, mungkin krn ambil kelas karyawan jadi kebanyakan abis capek kerja dan kuliah terus lgsg balik."",""1618417039223459842"","""",""AREAJULID"",""in"","""",""0"",""0"",""0"",""https://x.com/meforyaah/status/1618417039223459842"",""1151311174044012546"",""meforyaah""";;;;;;;;;;;;;
"1618413681150406657,""2023-01-26T01:01:04.000Z"",""0"",""Mau nikah sama lijen!!!! Capek kerja woii"",""1618413681150406657"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/Rhmhmsbh/status/1618413681150406657"",""1440808442030002181"",""Rhmhmsbh""";;;;;;;;;;;;;
"1618210896014344193,""2023-01-26T00:59:38.000Z"",""0"",""@monmonicagraysh Bawa motor sambil nangis ? Wkwk sering apalagi kalo capek kerja"",""1618413320129892352"","""",""monmonicagraysh"",""in"","""",""0"",""0"",""0"",""https://x.com/chesitabianca/status/1618413320129892352"",""98837469"",""chesitabianca""";;;;;;;;;;;;;
"1618412449539194886,""2023-01-26T00:56:11.000Z"",""0"",""sumpah jumat lama bgt ga dateng2 aku CAPEK KERJA🫠🫠🫠🫠🫠"",""1618412451216912385"","""",""_kwonstellation"",""in"","""",""0"",""0"",""0"",""https://x.com/_kwonstellation/status/1618412451216912385"",""1305441767743913984"",""_kwonstellation""";;;;;;;;;;;;;
"1618410698438234112,""2023-01-26T00:52:58.000Z"",""0"",""@ambarsarikoesha Tidur yok ca capek kerja wkwk"",""1618411641271648256"","""",""ochakoeshandoko"",""in"","""",""0"",""1"",""0"",""https://x.com/lea_elma/status/1618411641271648256"",""1091291911"",""lea_elma""";;;;;;;;;;;;;
"1618411639187079172,""2023-01-26T00:52:58.000Z"",""0"",""also he said “kamu tuh udah capek seharian kerja. kita udh capek kerja seharian juga. jadi  gausah lah mikir yg aneh2, capek sendiri kamu nya. kan kita seharian baik2 aja di kantor juga ketemu biasa aja kan” 🥹🥹 maapkan pcrmu yg sll overthinking 🥲"",""1618411639187079172"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/uucaay/status/1618411639187079172"",""112155398"",""uucaay""";;;;;;;;;;;;;
"1618378622229958657,""2023-01-25T22:41:46.000Z"",""0"",""Semangat kerjanya jen, kata orang mending capek kerja daripada cape cari kerja"",""1618378622229958657"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/myhappyelz/status/1618378622229958657"",""1508407080314875910"",""myhappyelz""";;;;;;;;;;;;;
"1618378273179983872,""2023-01-25T22:40:22.000Z"",""0"",""capek kerja cuk plis mau libur aja"",""1618378273179983872"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/leeminhyung825/status/1618378273179983872"",""1373307307426201603"",""leeminhyung825""";;;;;;;;;;;;;
"1618335718677291012,""2023-01-25T19:51:17.000Z"",""3"",""Capek kerja terus"",""1618335718677291012"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/tukangskrinsutt/status/1618335718677291012"",""937581947483709440"",""tukangskrinsutt""";;;;;;;;;;;;;
"1618302539988111360,""2023-01-25T17:39:26.000Z"",""0"",""Alhamdulillah capek kerja terbayarkan https://t.co/atGMprjscg"",""1618302539988111360"",""https://pbs.twimg.com/media/FnVdlSIaMAAjefE.jpg"","""",""in"","""",""0"",""1"",""0"",""https://x.com/sibuklalok/status/1618302539988111360"",""1115930305347514369"",""sibuklalok""";;;;;;;;;;;;;
"1618287235845226496,""2023-01-25T16:38:38.000Z"",""0"",""Where is my bibubb then  ak jg capek kerja T-T"",""1618287235845226496"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/cheorryblue/status/1618287235845226496"",""1588190054685765632"",""cheorryblue""";;;;;;;;;;;;;
"1618285358227288064,""2023-01-25T16:31:10.000Z"",""0"",""Bener2, kalo kerja sesuai dengan passion lo, lo ga akan capek kerja nya.. Gw dah ngerasain itu sendiri wkwkwk"",""1618285358227288064"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/adrianbelano/status/1618285358227288064"",""70621972"",""adrianbelano""";;;;;;;;;;;;;
"1618283723405029378,""2023-01-25T16:24:40.000Z"",""0"",""Mas wou dan chan weekend ini ngapain aja niih minti? — HUEEE SORI TELAT JAWAB weekend ini mereka bengong di penthouse aja capek kerja &amp";" kuliah ^___^ https://t.co/2yYz2XTDa9"""""",""1618283723405029378"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/rotiwritesfics/status/1618283723405029378"",""1503967913497477126"",""rotiwritesfics"""" """"1618273572308516867""";;;;;;;;;;;;
"1618268945911545859,""2023-01-25T15:25:57.000Z"",""0"",""Tp kdg kalo abis boros berkedok self reward tu rasa capek kerja dan stressnya itu terbayar gt loh we kek mnrt aku yauda gpp, uang bisa dicari tp kesempatan blm tentu dtg 2 kali"",""1618268945911545859"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/laperrmulu/status/1618268945911545859"",""1371217712"",""laperrmulu""";;;;;;;;;;;;;
"1618260320736415746,""2023-01-25T14:51:40.000Z"",""0"",""capek kerja tapi gabisa ngehasilin sesuatu tu capeknya berlipatlipat 🙂"",""1618260320736415746"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/sesotyoputri/status/1618260320736415746"",""402613569"",""sesotyoputri""";;;;;;;;;;;;;
"1618259074357006337,""2023-01-25T14:46:43.000Z"",""0"",""Kalo liat ini, capek kerja seharian kek kebayar gitu, yuk bisa cepet kelar ya biar bisa nabung buat yang lain😁 https://t.co/CY69U76bKb"",""1618259074357006337"",""https://pbs.twimg.com/media/FnU2DK6aAAIQb-D.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/raiiarisaria/status/1618259074357006337"",""1341274171838320640"",""raiiarisaria""";;;;;;;;;;;;;
"1618258420326617088,""2023-01-25T14:44:07.000Z"",""0"",""Keinget temen-temenku yang tergolong independent woman, fokus ke karier, tapi sisi lainnya pada pengen jadi trophy wife karena capek kerja😭👍 https://t.co/YtmG48G6Ul"",""1618258420326617088"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/jxngwOw/status/1618258420326617088"",""1387328251584933888"",""jxngwOw""";;;;;;;;;;;;;
"1618254800520622080,""2023-01-25T14:29:44.000Z"",""0"",""Capek banget anjir kerja, bisa gak tiba tiba jadi kaya raya langsung 😭 siapapun yang mau ngadopsi w ayolah tapi harus kaya banget ke sisca kohl. Capek kerja 😭"",""1618254800520622080"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/sujimprod/status/1618254800520622080"",""860369144692129792"",""sujimprod""";;;;;;;;;;;;;
"1618251694982467584,""2023-01-25T14:17:24.000Z"",""0"",""Capek kerja itu wajar, dimana mana kerja gaenak, makin tinggi gaji yang diterima ya makin tinggi juga konsekuensi yang didapat ya ga sih"",""1618251694982467584"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/sheszani/status/1618251694982467584"",""1126135991419277312"",""sheszani""";;;;;;;;;;;;;
"1618247608723738624,""2023-01-25T14:01:10.000Z"",""1"",""Capek kerja ikut orang chinese 😮‍💨"",""1618247608723738624"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/heyila__/status/1618247608723738624"",""1465519958859735043"",""heyila__""";;;;;;;;;;;;;
"1618239624077541377,""2023-01-25T13:29:26.000Z"",""0"",""Gua capek kerja, cuma untuk ga dihargain. Seenaknya aja ambil keputusan, ga ada mau denger pendapat gua. Bgst."",""1618239624077541377"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/yasfrida/status/1618239624077541377"",""1011071207188250625"",""yasfrida""";;;;;;;;;;;;;
"1618229534813487104,""2023-01-25T12:49:21.000Z"",""276"",""deobi luckiest fandom ever lu bayangin capek kerja disuguhin vlive adem moonbae malemnya dibikin ketawa random tiktoknya mereka tengah maleman dikit dimanja-manja di pm ini hati isinya bunga-bunga yallah gaada waktu utk sedih🤍——🤍"",""1618229534813487104"","""","""",""in"","""",""20"",""3"",""66"",""https://x.com/ohmymy333/status/1618229534813487104"",""1523937290262749185"",""ohmymy333""";;;;;;;;;;;;;
"1618228456856354819,""2023-01-25T12:46:33.000Z"",""0"",""@convomfs Always choose the first option, lebih baik capek kerja daripada capek cari kerja. Kecuali anak sultan batubara"",""1618228831319658497"","""",""convomfs"",""in"","""",""0"",""0"",""0"",""https://x.com/CycasK/status/1618228831319658497"",""1244489414505447424"",""CycasK""";;;;;;;;;;;;;
"1618215694151348224,""2023-01-25T12:18:21.000Z"",""0"",""@sixon31 masa iya dh lama sih sksk, 8/10 sihh nggak ada yg special cuma capek kerja 🥺 btw kamu gmna harinya?😻"",""1618221734204936192"","""",""voidlatte"",""in"","""",""0"",""1"",""0"",""https://x.com/Woosanmingkyy/status/1618221734204936192"",""1254954634126307335"",""Woosanmingkyy""";;;;;;;;;;;;;
"1618219306801836035,""2023-01-25T12:08:42.000Z"",""0"",""Pingin pulang, capek kerja 😭😭😭"",""1618219306801836035"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/bajingantamfan/status/1618219306801836035"",""1500296313015246852"",""bajingantamfan""";;;;;;;;;;;;;
"1618199414136532993,""2023-01-25T10:49:39.000Z"",""0"",""pas capek kerja dikira liburan bakal nyelesain eh ternyata tetep capek wkwkwkw"",""1618199414136532993"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/9397O1/status/1618199414136532993"",""1439673564647411713"",""9397O1""";;;;;;;;;;;;;
"1618191253270835202,""2023-01-25T10:22:54.000Z"",""0"",""Bingung sama manusia yg kerjaannya meratapi nasib sengsara stress gaji dikit atau apa. Daripada gaguna stress""""""""an, coba naikinnnn diri lu cuuuuooooeegggg. Belajar bahasa, kuliah, ikut les, belajar keterampilan lain. Yakin bgt org tinggi bakal dikasi tempat tinggi jg."",""1618192679724273665"","""",""salmonchoku"",""in"","""",""0"",""1"",""0"",""https://x.com/salmonchoku/status/1618192679724273665"",""1002516404657012736"",""salmonchoku""";;;;;;;;;;;;;
"1618152464821424128,""2023-01-25T09:24:33.000Z"",""3"",""@convomf Aku pernah ldr dan cowokku jg ilang2an alesan capek kerja eh ternyata suami org😭😭"",""1618177999106629632"","""",""convomf"",""in"","""",""0"",""0"",""0"",""https://x.com/wleowleo_oelw/status/1618177999106629632"",""1418966653145124867"",""wleowleo_oelw""";;;;;;;;;;;;;
"1618153423358287876,""2023-01-25T07:46:54.000Z"",""0"",""makasih ya apo aku tuh sebenernya lagi capek kerja terus liat kamu hari ini lucu banget, mood aku langsung naik 😔💖 @Nnattawin1 #Nnattawin https://t.co/G9WG18X8QZ"",""1618153423358287876"",""https://pbs.twimg.com/amplify_video_thumb/1618151057481428994/img/pKWZ8mVfJPnPvixk.jpg"","""",""in"","""",""0"",""0"",""0"",""https://x.com/apoveyou/status/1618153423358287876"",""1322543107951374336"",""apoveyou""";;;;;;;;;;;;;
"1618142929746530304,""2023-01-25T07:05:12.000Z"",""0"",""Capek kerja keras, kerja yang sambil tiduran gak ada kah? Pengen switchover karir ke kerja remote rasanya. Ketemu orang banyak itu melelahkan"",""1618142929746530304"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/wawa_mhrpzn/status/1618142929746530304"",""1455393763501641728"",""wawa_mhrpzn""";;;;;;;;;;;;;
"1617970491469475840,""2023-01-25T06:47:56.000Z"",""0"",""@tanyarlfes Capek kerja disini, pengen dpt kerja yg enak gaji gede huhuhuu"",""1618138584653127684"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/Strawberryppppp/status/1618138584653127684"",""1280170904350146564"",""Strawberryppppp""";;;;;;;;;;;;;
"1618136516798349312,""2023-01-25T06:39:53.000Z"",""2"",""bayangin ketika lu capek kerja, bahkan hampir collapse, ada yg siap sedia ngobatin, ngejaga, merhatiin pola makan, ngingetin soal jam kerja yg gk boleh berlebihan, etc...😭 iri banget, bangkeeee😭 mau pasangan kayak Aresh😭 https://t.co/Tya0tLayLh"",""1618136556367413249"",""https://pbs.twimg.com/media/FnTGmTRagAMTcjp.jpg"",""scramblues"",""in"","""",""0"",""1"",""0"",""https://x.com/scramblues/status/1618136556367413249"",""1322156391260286978"",""scramblues""";;;;;;;;;;;;;
"1618136516798349312,""2023-01-25T06:39:43.000Z"",""14"",""#SachikuShidai "; ✅ Vol. 1; ✅ Vol. 2; ✅ Vol. 3 ;" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;
"DILARANG BACA MANGA INI KALAU LAGI CAPEK KERJA SOALNYA BISA BIKIN SANGAT AMAT IRI DENGKI ANJIIIIRRRR😭 https://t.co/0MEOACWRP1"",""1618136516798349312"",""https://pbs.twimg.com/media/FnTGkWqaMAM-5qv.jpg"","""",""in"","""",""1"",""1"",""2"",""https://x.com/scramblues/status/1618136516798349312"",""1322156391260286978"",""scramblues"","""","""",""""";;;;;;;;;;;;;
"1618132721884364800,""2023-01-25T06:24:39.000Z"",""0"",""Dah capek kerja"",""1618132721884364800"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/Fnyroy_/status/1618132721884364800"",""3049630710"",""Fnyroy_""";;;;;;;;;;;;;
"1617970491469475840,""2023-01-25T06:21:16.000Z"",""0"",""@tanyarlfes Capek bgt punya kerjaan gini, gaji dikit, kondangan mulu, gabut. Apa guru honorer itu sebenarnya gak cocok buat orang kismin kayak aku ya? Gaji habis dalam sekejap, belum lg beli ini itu, mau beli lotion aja mengkis mengkis. Belum lg kalo orang rumah minta duit 😭 gila lama2"",""1618131873871572992"","""",""tanyarlfes"",""in"","""",""0"",""0"",""0"",""https://x.com/ehehevaaa/status/1618131873871572992"",""1604092409289531394"",""ehehevaaa""";;;;;;;;;;;;;
"1618125879934357505,""2023-01-25T05:57:27.000Z"",""1"",""capek kerja euy"",""1618125879934357505"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/toscatoscc/status/1618125879934357505"",""1207329713535868928"",""toscatoscc""";;;;;;;;;;;;;
"1618102049589321728,""2023-01-25T05:04:13.000Z"",""4"",""@hiburanreceh tapi lebih capek cari kerja daripada capek kerja 😭"",""1618112480307470337"","""",""real0xLeo"",""in"","""",""0"",""0"",""0"",""https://x.com/kuncie_id/status/1618112480307470337"",""1366987712620761089"",""kuncie_id""";;;;;;;;;;;;;
"1618102049589321728,""2023-01-25T04:50:01.000Z"",""0"",""@hiburanreceh Kalo sy sih mending capek kerja (dapet duit)"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;;
"Daripada capek ngga kerja (ngga dapet duit)"",""1618108907456712706"","""",""real0xLeo"",""in"","""",""0"",""0"",""0"",""https://x.com/ketuwit/status/1618108907456712706"",""1452875257014939648"",""ketuwit"","""","""",""""";;;;;;;;;;;;;
"1618107788370284547,""2023-01-25T04:45:34.000Z"",""0"",""mending capek kerja, drpd capek nyari kerja."",""1618107788370284547"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/figgyas/status/1618107788370284547"",""1946029680"",""figgyas""";;;;;;;;;;;;;
"1618087235253080065,""2023-01-25T03:32:04.000Z"",""0"",""@urgfayaa Apa nya yg keren 😭 capek kerja"",""1618089291846156289"","""",""urgfayaa"",""in"","""",""0"",""1"",""0"",""https://x.com/sparkglow_Win/status/1618089291846156289"",""1106931219134971904"",""sparkglow_Win""";;;;;;;;;;;;;
"1618086614168907776,""2023-01-25T03:21:26.000Z"",""1"",""Capek kerja mau jadi peliharaan sugar daddy"",""1618086614168907776"","""","""",""in"","""",""0"",""2"",""0"",""https://x.com/mythtsuki/status/1618086614168907776"",""1363352695143231491"",""mythtsuki""";;;;;;;;;;;;;
"1618080101522112513,""2023-01-25T02:55:33.000Z"",""0"",""capek kerja capek bgt hidup ya Tuhan"",""1618080101522112513"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/kataniah_/status/1618080101522112513"",""384322993"",""kataniah_""";;;;;;;;;;;;;
"1618079521919598594,""2023-01-25T02:53:15.000Z"",""0"",""Pernah ngerasa gue capek kerja, tapi kok hemat bgt. Ga beli brg2 yg gue mau (beli yg emng butuh aja gt), ga travelling ataupun Naik gunung aja gue stop, sekedar makan """"""""wah"""""""" aja jarang bgt. Malah nyambi biayain kuliah adek, kasih nyokap, mikir tabungan anak."",""1618079521919598594"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/ratuvien/status/1618079521919598594"",""243564554"",""ratuvien""";;;;;;;;;;;;;
"1618071550481281025,""2023-01-25T02:22:52.000Z"",""0"",""dikira gak capek, kerja sambil jaga bocil, sapu, cuci piring, ngepel. masih gue lagi yang harus ngerjain semua-semuanya?"",""1618071876793950208"","""",""celestiadreamer"",""in"","""",""0"",""1"",""0"",""https://x.com/celestiadreamer/status/1618071876793950208"",""1513506252965695488"",""celestiadreamer""";;;;;;;;;;;;;
"1618056080717918208,""2023-01-25T01:50:28.000Z"",""0"",""@memefess Alhamdulillah sih capek kerja tapi ada senengnya pas gajian"",""1618063722869829635"","""",""memefess"",""in"","""",""0"",""0"",""0"",""https://x.com/fastrecoil/status/1618063722869829635"",""1101420414444527616"",""fastrecoil""";;;;;;;;;;;;;
"1618063003223719936,""2023-01-25T01:47:36.000Z"",""0"",""Selama ini ngeluh capek kerja tp pas liat gaji naik makin semangat anjrittt"",""1618063003223719936"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/ku__noeng/status/1618063003223719936"",""1024677551740837889"",""ku__noeng""";;;;;;;;;;;;;
"1618062098004860929,""2023-01-25T01:44:00.000Z"",""0"",""bisa ga jd simpenan pejabat aja. pgn cepet kaya ga capek kerja tp duit cuma kerasa seminggu."",""1618062098004860929"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/theodrdn/status/1618062098004860929"",""238890934"",""theodrdn""";;;;;;;;;;;;;
"1618060433176547330,""2023-01-25T01:37:24.000Z"",""0"",""lebih nyaman capek kerja di lapangan keknya ketimbang kek gini"",""1618060433176547330"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/9empatkali/status/1618060433176547330"",""2967941245"",""9empatkali""";;;;;;;;;;;;;
"1617657762116435970,""2023-01-25T01:36:47.000Z"",""0"",""@regar_0p0sisi Capek kerja, capek idup, nongkrong cari hiburan malah suruh mikir tugas &amp";" kewenangan pulici"""""",""1618060280449339393"","""",""regar_0p0sisi"",""in"","""",""0"",""0"",""1"",""https://x.com/dominiko13/status/1618060280449339393"",""78248909"",""dominiko13"""" """"1618058271528718336""";;;;;;;;;;;;
"1618051438432907265,""2023-01-25T01:22:23.000Z"",""0"",""@yoongbok lu ninggalin kerjaan bakala ada keluarga lo di belakang, pacar lu mah paling belakang. duit duit duit duit itu dibutuhkan dik😊 mending capek kerja dripd capek cri kerja hehehhe 33x"",""1618056655048146944"","""",""hanwoolx"",""in"","""",""0"",""0"",""0"",""https://x.com/hanwoolx/status/1618056655048146944"",""1446516076917837827"",""hanwoolx""";;;;;;;;;;;;;
"1617762658601652224,""2023-01-24T05:54:09.000Z"",""0"",""udah ngerasain capek kerja karena lingkungannya gak mendukung wkwkw"",""1617762658601652224"","""","""",""in"","""",""0"",""1"",""0"",""https://x.com/soulhette/status/1617762658601652224"",""1233646446655635457"",""soulhette""";;;;;;;;;;;;;
"1617756861557506049,""2023-01-24T05:42:25.000Z"",""0"",""@ddoingdoyi Bayangin pas km capek kerja, msuk kamr, rebahan di kasur eh saling menatap ama lijen. Apa ga mood booster??? Hahahaa"","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;;
"*devil mode on*"",""1617759708819095558"","""",""ddoingdoyi"",""in"","""",""0"",""0"",""0"",""https://x.com/hujanrainamebi/status/1617759708819095558"",""81989758"",""hujanrainamebi"","""","""",""""";;;;;;;;;;;;;
"1617753746704064512,""2023-01-24T05:18:44.000Z"",""0"",""ges capek kerja. semangatin dongg"",""1617753746704064512"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/aywasbored/status/1617753746704064512"",""1428110565034004490"",""aywasbored""";;;;;;;;;;;;;
"1617750538598363136,""2023-01-24T05:05:59.000Z"",""0"",""Pengen bgttt dpt duid sendiri yassalamm tp susah bettt rasanya ketemu orang bikin capek. Kerja apa yg gak harus ketemu banyak orangg woyy tiba² gak kepikiran"",""1617750538598363136"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/feesthetic/status/1617750538598363136"",""1413446095426842629"",""feesthetic""";;;;;;;;;;;;;
"1617750005401686018,""2023-01-24T05:03:52.000Z"",""0"",""Capek kerja itu indah...😀😀"",""1617750005401686018"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/bankjarwo75/status/1617750005401686018"",""1617454528668000258"",""bankjarwo75""";;;;;;;;;;;;;
"1617746598846697473,""2023-01-24T05:02:44.000Z"",""0"",""@jenossi_ Ndak tau😭😭 , cuman kalo capek kerja pikirannya haluin punya sugar daddy gak sie?🤔, kayak sugar daddynya sugaring candy☺"",""1617749719043932160"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/tehnaga127/status/1617749719043932160"",""1322810521691725825"",""tehnaga127""";;;;;;;;;;;;;
"1617058697259384832,""2023-01-24T04:37:18.000Z"",""0"",""@bebasberimpi Hanya menggeleng untuk membalas bahwa ia tidak masalah.";" "","""","""","""","""","""","""","""","""","""","""",""""";;;;;;;;;;;;
"Eh,""? Makasih…! Gopud aja ya"","" Kak? Kan Kak Frey semalam habis capek kerja…"""""""""""""""""""""",""1617743320381542401"","""",""bluomingflawer"",""in"","""",""0"",""1"",""0"",""https://x.com/lingeringscents/status/1617743320381542401"",""777627559739523072"",""lingeringscents"",""""";;;;;;;;;;;;;
"1617422381181722625,""2023-01-24T03:56:50.000Z"",""1"",""@Maulana271004 @biogreen017 Lah elo kalo capek kerja ada istirahat entah nonton entah tidur ga??? Bego banget sih mikir.. Emang Presiden itu robot kerja 24/7 ?? Punya otak jgn dkt sama pantat makanya ga bisa mikir...!! Omongan loe bau makanya kek kentut kadrun🖕🖕🖕"",""1617733137509019653"","""",""Maulana271004"",""in"","""",""0"",""0"",""0"",""https://x.com/Thie56438032/status/1617733137509019653"",""1251872436036878336"",""Thie56438032""";;;;;;;;;;;;;
"1617720845383921665,""2023-01-24T03:07:59.000Z"",""0"",""capek kerja, tp ga kerja tambah capek"",""1617720845383921665"","""","""",""in"","""",""0"",""0"",""0"",""https://x.com/bapaoyam/status/1617720845383921665"",""1204545932949213184"",""bapaoyam""";;;;;;;;;;;;;
